#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
-8339210905689734008,-0.046875,0.166016,-0.441406,-1.90234,-0.0976562,-0.242188
-8339210905681754008,-0.046875,0.166016,-0.441406,-2.40234,0.246094,0.0664062
-8339210905667038008,-0.046875,0.166016,-0.441406,-1.36719,-0.0195312,0.101562
-8339210905658944008,-0.046875,0.166016,-0.441406,-0.332031,-0.472656,0.101562
-8339210905648273008,-0.046875,0.166016,-0.441406,1.59766,-0.933594,0.0664062
-8339210905640166008,-0.046875,0.166016,-0.441406,2.63281,-0.941406,0.5625
-8339210905631395008,-0.046875,0.166016,-0.441406,4.08594,-0.199219,0.753906
-8339210905621898008,-0.046875,0.166016,-0.441406,2.40234,0.40625,0.601562
-7953544317268965008,-0.046875,0.166016,-0.441406,2.40234,0.40625,0.601562
-7953544317262780008,-0.046875,0.166016,-0.441406,1.17578,0.230469,-0.554688
-7947874960424665008,-0.046875,0.166016,-0.441406,1.17578,0.230469,-0.554688
-7947874960418193008,-0.046875,0.166016,-0.441406,0.992188,0.425781,-0.480469
-7947874960409120008,-0.046875,0.166016,-0.441406,0.761719,0.417969,-0.328125
-7947874960404063008,-0.046875,0.166016,-0.441406,0.496094,0.496094,-0.402344
-7947874960392871008,-0.046875,0.166016,-0.441406,0.304688,0.542969,-0.25
-7947874960384772008,-0.046875,0.166016,-0.441406,0.0273438,0.703125,-0.136719
-7947874960371785008,-0.046875,0.166016,-0.441406,-0.355469,0.605469,0.0195312
-7947874960363693008,-0.046875,0.166016,-0.441406,-0.554688,0.65625,-0.136719
-7947874960355615008,-0.046875,0.166016,-0.441406,-0.746094,0.835938,-0.441406
-7947874960346885008,-0.046875,0.166016,-0.441406,-0.898438,0.820312,-0.394531
-8278389873635997008,-0.046875,0.166016,-0.441406,-0.898438,0.820312,-0.394531
-8278389873629834008,-0.046875,0.166016,-0.441406,-0.21875,-0.199219,-0.128906
-8278389873624823008,-0.046875,0.166016,-0.441406,-0.257812,-2.71094,3.66406
-8278389873619678008,-0.046875,0.166016,-0.441406,-0.296875,-1.82812,-1.08594
-8278389873609363008,-0.046875,0.166016,-0.441406,-0.792969,-0.640625,0.714844
-8278389873603159008,-0.00195312,0.00195312,0.00195312,-0.792969,-0.640625,0.714844
-8335817881307304008,-0.00195312,0.00195312,0.00195312,-0.792969,-0.640625,0.714844
-8335817881297204008,-0.00195312,0.00195312,0.00195312,0.0507812,-0.0273438,-0.0507812
-8335817881288728008,-0.00195312,0.00195312,0.00195312,0.0507812,-0.0273438,-0.0507812
-8337784976301170008,-0.00195312,0.00195312,0.00195312,0.0507812,-0.0273438,-0.0507812
-8337784976295233008,-0.00195312,0.00195312,0.00195312,0.0117188,0.046875,-0.0117188
-8337784976287540008,-0.00195312,0.00195312,0.00195312,0.0117188,0.046875,-0.0117188
-8337784976280428008,-0.00195312,0.00195312,0.00195312,0.0507812,-0.0273438,-0.0195312
-8337737731630911008,-0.00195312,0.00195312,0.00195312,0.0507812,-0.0273438,-0.0195312
-8337737731621003008,-0.00195312,0.00195312,0.00195312,0.0507812,0.046875,0.0195312
-8337737731612204008,-0.00195312,0.00195312,0.00195312,0.0507812,0.046875,-0.0195312
-8337737731603816008,-0.00195312,0.00195312,0.00195312,0.0117188,0.046875,-0.0195312
-8337737731594743008,-0.00195312,0.00195312,0.00195312,0.0585938,0.0078125,0.0195312
-8337784976226671008,-0.00195312,0.00195312,0.00195312,0.0585938,0.0078125,0.0195312
-8337784976220109008,-0.00195312,0.00195312,0.00195312,0.0585938,0.0078125,-0.0585938
-8337784976214267008,-0.00195312,-0.00585938,-0.00195312,0.0585938,0.0078125,-0.0585938
-8337784976206433008,-0.00195312,-0.00585938,-0.00195312,0.0976562,0.0078125,0.0195312
-8337784976201574008,-0.00195312,-0.00585938,-0.00195312,0.0585938,0.0078125,-0.0195312
-8337784976196722008,-0.00195312,-0.00585938,-0.00195312,0.0585938,0.046875,-0.0195312
-8337784976190952008,-0.00195312,-0.00585938,-0.00195312,0.0195312,0.0078125,-0.0585938
-8337784976185849008,-0.00195312,-0.00585938,-0.00195312,0.0585938,0.0859375,-0.0585938
-8337784976179015008,-0.00195312,-0.00585938,-0.00195312,0.0585938,0.046875,-0.0585938
-8337784976172941008,-0.00195312,-0.00585938,-0.00195312,0.0195312,0.046875,-0.0195312
-8337784976164901008,-0.00195312,-0.00585938,-0.00195312,0.0195312,0.046875,-0.0585938
-8337737731517335008,-0.00195312,-0.00585938,-0.00195312,0.0195312,0.046875,-0.0585938
-8337737731510932008,-0.00195312,-0.00585938,-0.00195312,0.0585938,0.0078125,-0.0195312
-8337737731505977008,-0.00195312,-0.00585938,-0.00195312,0.0195312,0.046875,-0.0585938
-8337737731501103008,-0.00195312,-0.00585938,-0.00195312,0.0585938,0.0078125,-0.0195312
-8337737731493177008,-0.00195312,-0.00585938,-0.00195312,0.0195312,0.046875,-0.0585938
-8337737731487588008,-0.00195312,-0.00585938,-0.00195312,0.0585938,0.046875,-0.0195312
-8337737731474154008,-0.00195312,-0.00585938,-0.00195312,0.0585938,0.046875,-0.0585938
-8337737731462148008,-0.00195312,-0.00585938,-0.00195312,0.0117188,0.046875,-0.0195312
-8337737731446209008,-0.00195312,-0.00585938,-0.00195312,0.0507812,0.046875,0.0195312
-8337737731435323008,-0.00195312,-0.00585938,-0.00195312,0.0507812,0.046875,0.0195312
-8337737731425288008,-0.00195312,0.00195312,0,0.0507812,0.046875,0.0195312
-8337737731417824008,-0.00195312,0.00195312,0,0.0507812,0.046875,-0.0195312
-8337737731408918008,-0.00195312,0.00195312,0,0.0507812,0.0078125,-0.0195312
-8337737731400180008,-0.00195312,0.00195312,0,0.0507812,0.046875,-0.0585938
-8339648991838571008,-0.00195312,0.00195312,0,0.0507812,0.046875,-0.0585938
-8339648991831429008,-0.00195312,0.00195312,0,0.0507812,0,0.0195312
-8339648991824122008,-0.00195312,0.00195312,0,0.0507812,0,0.0195312
-8339648991817746008,-0.00195312,0.00195312,0,0.0507812,0,-0.0585938
-8339648991812617008,-0.00195312,0.00195312,0,0.0507812,0.0390625,0.0195312
-8339648991803901008,-0.00195312,0.00195312,0,0.0507812,0.0390625,-0.0195312
-8339648991794379008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8339648991786092008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8337677601786346008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8337677601779056008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337677601770318008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8337677601759167008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8337677601749050008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337677601740643008,-0.00195312,0.00195312,0,0.0429688,0.0078125,-0.0429688
-8337677601729589008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337677601720249008,-0.00195312,0.00195312,0,0.0429688,0.0078125,-0.00390625
-8337677601711532008,-0.00195312,0.00195312,0,-0.0351562,0.0078125,-0.00390625
-8337677601702008008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337630357053986008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337630357048170008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337630357040202008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337630357034737008,-0.00195312,0.00195312,0,0.00390625,-0.03125,-0.00390625
-8337630357025390008,-0.00195312,0.00195312,0,0.00390625,-0.03125,-0.00390625
-8337630357016776008,-0.00195312,0.00195312,0,0.00390625,0.046875,-0.00390625
-8337737731191913008,-0.00195312,0.00195312,0,0.00390625,0.046875,-0.00390625
-8337737731186025008,-0.00195312,0.00195312,0,-0.0351562,0.0078125,-0.00390625
-8337737731178480008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8337737731173076008,-0.00195312,0.00195312,0,-0.0351562,0.0078125,-0.0429688
-8337737731164224008,-0.00195312,0.00195312,0,-0.0351562,-0.03125,-0.00390625
-8337690486514373008,-0.00195312,0.00195312,0,-0.0351562,-0.03125,-0.00390625
-8337690486508546008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337690486499766008,-0.00195312,0.00195312,0,0.00390625,-0.03125,0.0351562
-8335719096503676008,-0.00195312,0.00195312,0,0.00390625,-0.03125,0.0351562
-8335719096494511008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8335719096488258008,-0.00195312,0.00195312,0,0.00390625,-0.03125,-0.0429688
-8335719096479501008,-0.00195312,0.00195312,0,0.0429688,-0.03125,-0.00390625
-8335719096470732008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337737731092458008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337737731085891008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337737731081003008,-0.00195312,0.00195312,0,0.00390625,-0.03125,0.0351562
-8337737731075938008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8337737731069831008,-0.00195312,0.00195312,0,-0.0351562,0.0078125,-0.00390625
-8337737731063799008,0,0,0.00390625,-0.0351562,0.0078125,-0.00390625
-8337737731055975008,0,0,0.00390625,0.00390625,0.0078125,-0.00390625
-8337737731051120008,0,0,0.00390625,-0.0351562,0.0078125,0.0351562
-8337737731045629008,0,0,0.00390625,0.00390625,-0.03125,-0.00390625
-8337737731038837008,0,0,0.00390625,0.00390625,0.0078125,0.0351562
-8337690486390660008,0,0,0.00390625,0.00390625,0.0078125,0.0351562
-8337690486384810008,0,0,0.00390625,0.00390625,0.0078125,-0.00390625
-8337690486378181008,0,0,0.00390625,0.00390625,0.0078125,-0.00390625
-8337690486371571008,0.00390625,0,0.00390625,0.00390625,0.0078125,-0.00390625
-8337690486360970008,0.00390625,0,0.00390625,0.00390625,-0.03125,0.0351562
-8337690486352657008,0.00390625,0,0.00390625,-0.0351562,-0.03125,0.0742188
-8337690486342420008,0.00390625,0,0.00390625,0.00390625,0.0078125,-0.00390625
-8337690486331814008,0.00390625,0,0.00390625,0.00390625,-0.03125,-0.00390625
-8337690486318961008,0.00390625,0,0.00390625,0.00390625,0.0078125,-0.00390625
-8337690486309831008,0.00390625,0,0.00390625,-0.0351562,-0.03125,-0.00390625
-8337690486300227008,-0.00585938,0,0,-0.0351562,-0.03125,-0.00390625
-8337690486292940008,-0.00585938,0,0,0.00390625,-0.03125,-0.00390625
-8337690486284191008,-0.00585938,0,0,-0.0351562,-0.03125,0.0351562
-8337857990000901008,-0.00585938,0,0,-0.0351562,-0.03125,0.0351562
-8337857989993481008,-0.00585938,0,0,-0.0351562,0.015625,-0.00390625
-8337857989987688008,-0.00585938,0,0,-0.0351562,-0.0234375,-0.00390625
-8337857989979386008,-0.00585938,0,0,-0.0351562,-0.0234375,-0.00390625
-8337857989969491008,-0.00585938,0,0,-0.0351562,0.015625,-0.00390625
-8337857989961366008,-0.00585938,0,0,-0.0351562,0.015625,0.0351562
-8337857989953074008,-0.00585938,0,0,0.00390625,0.015625,-0.00390625
-8337857989944326008,-0.00585938,0,0,0.00390625,0.015625,-0.00390625
-8337750615754701008,-0.00585938,0,0,0.00390625,0.015625,-0.00390625
-8337750615748079008,-0.00585938,0,0,0.0117188,0.015625,-0.00390625
-8337750615742392008,-0.00585938,0,0,0.0117188,0.015625,-0.00390625
-8337750615733236008,-0.00585938,0,0,0.0117188,-0.0234375,-0.00390625
-8337750615726485008,0,-0.00195312,0,0.0117188,-0.0234375,-0.00390625
-8337690486174401008,0,-0.00195312,0,0.0117188,-0.0234375,-0.00390625
-8337690486167478008,0,-0.00195312,0,-0.0273438,0.015625,0.0351562
-8337690486159230008,0,-0.00195312,0,0.0117188,0.015625,-0.00390625
-8337690486151122008,0,-0.00195312,0,0.0117188,0.015625,-0.00390625
-8337690486144769008,0,-0.00195312,0,-0.0273438,0.015625,0.0351562
-8337690486139036008,0,-0.00195312,0,0.0507812,0.015625,-0.0429688
-8337690486131751008,0,-0.00195312,0,0.0507812,0.015625,-0.0429688
-8337690486125824008,0,-0.00195312,0,0.0117188,0.015625,-0.0429688
-8337690486117483008,0,-0.00195312,0,0.0117188,-0.0234375,-0.00390625
-8337690486111955008,0,-0.00195312,0,0.0117188,0.0078125,-0.00390625
-8337690486103663008,0,-0.00195312,0,0.0117188,0.0078125,-0.00390625
-8337630356552982008,0,-0.00195312,0,0.0117188,0.0078125,-0.00390625
-8337630356547115008,0,-0.00195312,0,0.0507812,0.0078125,-0.00390625
-8337630356539826008,0,-0.00195312,0,0.0507812,0.0078125,-0.00390625
-8337630356533241008,0,-0.00195312,0,0.0507812,0.0078125,0.0351562
-8337630356526417008,0,-0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337630356520648008,0,-0.00195312,0,0.00390625,-0.03125,0.0351562
-8337630356512014008,0,-0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337630356502355008,0,-0.00195312,0,0.00390625,0.0078125,-0.00390625
-8337630356496517008,0,-0.00195312,0,0.00390625,-0.03125,-0.0429688
-8335658966497483008,0,-0.00195312,0,0.00390625,-0.03125,-0.0429688
-8335658966488639008,0,-0.00195312,0,0.00390625,-0.03125,-0.0429688
-8335658966480001008,0,-0.00195312,0,0.00390625,-0.03125,-0.0429688
-8335658966473844008,0,-0.00195312,0,0.00390625,-0.03125,-0.0429688
-8335658966468686008,0,-0.00195312,0,0.00390625,-0.03125,0.0351562
-8335658966462510008,-0.00195312,0,0,0.00390625,-0.03125,0.0351562
-8335658966454611008,-0.00195312,0,0,-0.0351562,0.0078125,-0.00390625
-8335658966448603008,-0.00195312,0,0,0.0429688,-0.03125,-0.0429688
-8335658966442791008,-0.00195312,0.00195312,0.00195312,0.0429688,-0.03125,-0.0429688
-8337630356422162008,-0.00195312,0.00195312,0.00195312,0.0429688,-0.03125,-0.0429688
-8335658966425073008,-0.00195312,0.00195312,0.00195312,0.0429688,-0.03125,-0.0429688
-8335658966418594008,-0.00195312,0.00195312,0.00195312,0.00390625,0.0078125,-0.00390625
-8335658966413258008,-0.00195312,0.00195312,0.00195312,0.00390625,0.0078125,-0.00390625
-8335658966404784008,-0.00195312,0,-0.00585938,0.00390625,0.0078125,-0.00390625
-8335658966397092008,-0.00195312,0,-0.00585938,0.00390625,0.0078125,-0.00390625
-8337630356377859008,-0.00195312,0,-0.00585938,0.00390625,0.0078125,-0.00390625
-8337630356371995008,-0.00195312,0,-0.00585938,-0.0351562,-0.03125,0.0351562
-8335658966374867008,-0.00195312,0,-0.00585938,-0.0351562,-0.03125,0.0351562
-8335658966368899008,-0.00195312,0,-0.00585938,0.00390625,0.0078125,-0.00390625
-8335658966359177008,-0.00195312,0.00195312,0.00390625,0.00390625,0.0078125,-0.00390625
-8335598836810769008,-0.00195312,0.00195312,0.00390625,0.00390625,0.0078125,-0.00390625
-8335658966344610008,-0.00195312,0.00195312,0.00390625,0.00390625,0.0078125,-0.00390625
-8335658966338780008,-0.00195312,0.00195312,0.00390625,0.00390625,-0.03125,-0.00390625
-8335658966331499008,0.00195312,0,-0.00195312,0.00390625,-0.03125,-0.00390625
-8335658966324575008,0.00195312,0,-0.00195312,0.00390625,-0.03125,-0.00390625
-8335658966318752008,0.00195312,0,-0.00195312,0.00390625,-0.03125,-0.00390625
-8335658966312883008,0.00195312,0,0.00195312,0.00390625,-0.03125,-0.00390625
-8335658966306520008,0.00195312,0,0.00195312,0.00390625,-0.03125,-0.00390625
-8335658966298364008,0.00195312,0,0.00195312,0.00390625,-0.0234375,-0.00390625
-8335658966291055008,0.00195312,0,0.00195312,0.00390625,0.015625,-0.0429688
-8335658966280716008,0.00195312,0,0.00195312,0.00390625,0.015625,-0.0429688
-8335658966271432008,0.00195312,0,0.00195312,0.00390625,0.015625,-0.00390625
-8335658966262706008,0.00195312,0,0.00195312,0.00390625,-0.0234375,0.0351562
-8335658966253981008,0.00195312,0,0.00195312,-0.0351562,0.015625,-0.00390625
-8335658966249075008,0.00195312,0,0.00195312,0.00390625,0.015625,-0.00390625
-8335658966244162008,0.00195312,0,0.00195312,0.00390625,-0.0234375,-0.00390625
-8335658966239244008,0.00195312,0,0.00195312,-0.0351562,-0.0234375,-0.00390625
-8335658966234370008,0.00195312,0,0.00195312,-0.0351562,0.015625,-0.00390625
-8335658966227904008,0.00195312,0,0.00195312,0.00390625,0.015625,0.0351562
-8335658966222872008,0.00195312,0,0.00195312,-0.0351562,-0.0234375,-0.00390625
-8337583111563448008,0.00195312,0,0.00195312,-0.0351562,-0.0234375,-0.00390625
-8337583111557618008,0.00195312,0,0.00195312,0.00390625,-0.0234375,0.0351562
-8337583111549620008,0,0,0,0.00390625,-0.0234375,0.0351562
-8337583111541013008,0,0,0,0.00390625,-0.0234375,0.0351562
-8337583111534512008,0,0,0,0.00390625,0.015625,-0.00390625
-8337583111519805008,0,0,0,-0.0351562,0.015625,-0.00390625
-8337583111508731008,0,0,0,-0.0351562,0.015625,-0.00390625
-8337583111499509008,0,0,0,0.0117188,-0.0234375,-0.00390625
-8337583111487540008,0,0,0,0.0117188,-0.0234375,-0.00390625
-8337583111479147008,0,0,0,0.0117188,0.015625,-0.00390625
-8337583111470956008,0,0,0,-0.0273438,0.015625,-0.00390625
-8337583111461489008,0,0,0,0.0117188,0.015625,-0.00390625
-8337583111453422008,0,0,0,0.0117188,0.015625,-0.00390625
-8337583111447504008,0,0,0,0.0117188,0.015625,0.0351562
-8337583111439496008,0,0,0,0.0117188,0.015625,0.0351562
-8337583111431808008,0,0,0,0.0117188,0.015625,0.0351562
-8337583111424888008,0,0,0,0.0507812,0.015625,-0.00390625
-8337583111415221008,0,0,0,0.0117188,-0.0234375,0.0351562
-8337583111406568008,0,0,0,0.0117188,0.0546875,-0.00390625
-8337583111398004008,0,0,0,0.0117188,0.0546875,-0.00390625
-8337583111391997008,0,0,0,-0.0273438,0.015625,0.0351562
-8337583111380921008,0,0,0,-0.0273438,0.015625,0.0351562
-8337583111368705008,0,0,0,0.0117188,0.015625,-0.0429688
-8337583111357273008,0,0,0,0.0507812,-0.0234375,-0.00390625
-8337583111349124008,0,0,0,0.0117188,0.015625,0.0351562
-8337583111340989008,0,0,0,0.0117188,-0.0234375,-0.00390625
-8337583111331825008,0,0,0,0.0117188,0.0546875,-0.0429688
-8337583111323690008,0,0,0,0.0117188,0.0546875,-0.0429688
-8337583111314479008,0,0,0,0.0117188,-0.0234375,0.00390625
-8337583111308909008,0,0,0,0.0117188,0.015625,0.00390625
-8337583111297025008,0,0,0,0.0117188,-0.0234375,0.00390625
-8337583111287561008,0,0,0,-0.0273438,-0.0234375,-0.0351562
-8337583111279411008,0,0,0,-0.0273438,0.015625,0.0429688
-8337583111268124008,0,0,0,0.0507812,0.015625,0.00390625
-8337583111259946008,0,0,0,0.0117188,0.015625,-0.0351562
-8337583111251817008,0,0,0,-0.0273438,-0.0234375,0.00390625
-8337583111243928008,0,0,0,-0.0273438,-0.0234375,0.00390625
-8337583111237329008,0,0,0,-0.0273438,-0.0234375,0.00390625
-8337583111226052008,0,0,0,-0.0273438,-0.0234375,0.00390625
-8337583111215620008,0,0,0,0.0117188,-0.0234375,0.00390625
-8337583111205561008,0,0,0,0.0117188,0.015625,0.0429688
-8337583111193006008,0,0,0,0.0507812,0.015625,0.0429688
-8337583111183771008,0,0,0,0.0117188,0.015625,0.00390625
-8337583111174048008,0,0,0,0.0117188,0.015625,0.00390625
-8337583111164243008,0,0,0,0.0117188,0.015625,0.0429688
-8337583111155578008,0,0,0,0.0117188,0.015625,0.00390625
-8337583111146905008,0,0,0,0.0117188,-0.0234375,0.00390625
-8337583111139485008,0,0,0,0.0117188,-0.0234375,0.00390625
-8337583111133129008,0,0,0,-0.0273438,0.015625,0.00390625
-8337583111126565008,0,0,0,0.0117188,0.015625,-0.0351562
-8337583111120701008,0,0,0,-0.0273438,0.015625,0.00390625
-8337583111111804008,0,0,0,-0.0273438,0.015625,0.0429688
-8337583111103084008,0,0,0,-0.0273438,0.015625,0.0429688
-8337583111096434008,0,0,0,-0.0273438,0.015625,0.0820312
-8337583111087684008,0,0,0,-0.0273438,0.015625,0.0820312
-8337583111081765008,0,0,0,-0.0273438,0.015625,0.0429688
-8337583111074206008,0,0,0,-0.0273438,0.015625,0.0429688
-8337583111067947008,0,0,0,0.0507812,0.015625,-0.00390625
-8337583111057322008,0,0,0,0.0117188,-0.0234375,-0.00390625
-8337583111049620008,0,0,0,0.0117188,-0.0234375,-0.00390625
-8337583111038045008,0,0,0,0.0117188,0.015625,-0.0429688
-8337583111029907008,0,0,0,0.0117188,-0.03125,-0.00390625
-8337583111020798008,0,0,0,0.0117188,0.015625,-0.00390625
-8337583111010929008,0,0,0,0.0117188,-0.0234375,-0.00390625
-8337583110999880008,0,0,0,0.0117188,-0.0234375,-0.00390625
-8337583110993406008,0,0,0,0.0507812,0.0078125,0.0351562
-8337583110984806008,0,0,0,0.0117188,-0.03125,0.0351562
-8337583110976471008,0,0,0,-0.0273438,0.0078125,-0.00390625
-8337583110969147008,0,0,0,-0.0273438,0.0078125,-0.00390625
-8337583110963072008,0,0,0,-0.0273438,0.046875,-0.00390625
-8337583110958083008,0,0,0,0.0117188,0.0078125,0.0351562
-8337583110953186008,0,0,0,-0.0273438,0.0078125,-0.00390625
-8337583110948269008,0,0,0,0.0117188,0.0078125,-0.00390625
-8337583110941875008,0,0,0,0.0117188,-0.03125,0.0351562
-8337583110936634008,0,0,0,0.0117188,0.0078125,-0.00390625
-8337583110928915008,0,0,0,0.0117188,0.0078125,-0.00390625
-8337583110920512008,0,0,0,0.0507812,0.0078125,-0.0429688
-8337583110914507008,0,0,0,0.0117188,-0.03125,0.0351562
-8337583110905077008,0,0,0,0.0117188,0.0078125,-0.00390625
-8337583110892090008,0,0,0,0.0117188,0.0078125,-0.00390625
-8337630355520307008,0,0,0,0.0117188,0.0078125,-0.00390625
-8337630355510729008,0,0,0,0.0117188,-0.03125,0.0351562
-8337630355497201008,0,0,0,0.0117188,0.0078125,-0.00390625
-8337630355488615008,0,0,0,0.0117188,0.0078125,-0.00390625
-8337630355480495008,0,0,0,0.0117188,0.0078125,-0.00390625
-8337630355471692008,0,0,0,0.0117188,0.0078125,0.0351562
-8335598835933381008,0,0,0,0.0117188,0.0078125,0.0351562
-8335598835927320008,0,0,0,0.0117188,0.0078125,-0.00390625
-8335598835921770008,0,0,0,0.0117188,-0.03125,0.0742188
-8335598835911630008,-0.00195312,0.00195312,0,0.0117188,-0.03125,0.0742188
-8335598835903606008,-0.00195312,0.00195312,0,0.0117188,0.0078125,0.0351562
-8335598835894787008,-0.00195312,0.00195312,0,0.0117188,0.0078125,0.0351562
-8335598835884340008,-0.00195312,0.00195312,0,0.0117188,-0.03125,-0.00390625
-8335658965418749008,-0.00195312,0.00195312,0,0.0117188,-0.03125,-0.00390625
-8335658965408853008,-0.00195312,0.00195312,0,0.0117188,0.0078125,-0.0429688
-8335658965401548008,-0.00195312,0.00195312,0,0.0117188,0.0078125,-0.0429688
-8335658965391857008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8335658965382068008,-0.00195312,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8335658965371531008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8335611720722319008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8333580201180205008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8333580201168705008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8333580201160231008,-0.00195312,0.00195312,0,0.00390625,-0.03125,0.0351562
-8333580201151472008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8335611720674528008,-0.00195312,0.00195312,0,0.00390625,0.0078125,0.0351562
-8335611720668557008,-0.00195312,0.00195312,0,-0.0351562,0.0078125,-0.00390625
-8335611720659079008,0.00390625,-0.00195312,0.0078125,-0.0351562,0.0078125,-0.00390625
-8335611720650703008,0.00390625,-0.00195312,0.0078125,0.00390625,0.0078125,0.0351562
-8333640330653990008,0.00390625,-0.00195312,0.0078125,0.00390625,0.0078125,0.0351562
-8333640330644327008,0.00390625,-0.00195312,0.0078125,0.00390625,0.0078125,0.0351562
-8333640330638128008,0.00390625,-0.00195312,0.0078125,0.00390625,-0.03125,0.0351562
-8333640330627865008,0.00390625,-0.00195312,0.0078125,0.00390625,-0.03125,-0.00390625
-8333640330619005008,0.00390625,-0.00195312,0.0078125,0.0429688,-0.03125,-0.00390625
-8333640330611642008,0.00390625,-0.00195312,0.0078125,0.0429688,-0.03125,-0.00390625
-8333640330601425008,0.00390625,-0.00195312,0.0078125,0.00390625,-0.03125,-0.0429688
-8333640330595998008,0.00390625,-0.00195312,0.0078125,0.00390625,-0.03125,-0.00390625
-8333640330586977008,0.00390625,-0.00195312,0.0078125,0.00390625,0.0078125,-0.00390625
-8333640330578848008,0.00390625,-0.00195312,0.0078125,0.00390625,-0.03125,0.0351562
-8331621695940635008,0.00390625,-0.00195312,0.0078125,0.00390625,-0.03125,0.0351562
-8331621695934558008,0.00390625,-0.00195312,0.0078125,0.00390625,0.0078125,-0.00390625
-8331621695926673008,0.00390625,-0.00195312,0.0078125,0.00390625,0.0078125,-0.00390625
-8331621695920740008,0.00390625,-0.00195312,0.0078125,0.00390625,0.0078125,-0.00390625
-8331621695915637008,0.00390625,-0.00195312,0.0078125,-0.0351562,0.0078125,0.0351562
-8331621695908973008,0.00390625,-0.00195312,0.0078125,0.00390625,0.0078125,-0.0429688
-8331621695900154008,0.00390625,-0.00195312,0.0078125,0.00390625,0.0078125,-0.00390625
-8331621695892980008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8331621695885596008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8331621695876405008,0.00390625,0.00195312,0,0.0429688,-0.03125,-0.00390625
-8331621695863982008,0.00390625,0.00195312,0,0.00390625,-0.03125,-0.00390625
-8333640330481926008,0.00390625,0.00195312,0,0.00390625,-0.03125,-0.00390625
-8333640330469709008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.0429688
-8333640330460654008,0.00390625,0.00195312,0,0.0429688,0.046875,-0.00390625
-8333640330452530008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8333640330443711008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8335611720423619008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8335611720415100008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.0429688
-8335500051257694008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.0429688
-8335551590852588008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.0429688
-8335500051236168008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.0429688
-8335500051226249008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.0351562
-8335500051217505008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8333580200826643008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8333580200820678008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8333580200811216008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8335611720333370008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8335611720327484008,0.00390625,0.00195312,0,0.0117188,0.0078125,0.0351562
-8335611720320268008,0.00390625,0.00195312,0,0.0117188,0.0078125,0.0351562
