#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
-8335611720312985008,0.00390625,0.00195312,0,0.0117188,0.0078125,-0.00390625
-8335611720307843008,0.00390625,0.00195312,0,0.0117188,-0.03125,-0.00390625
-8335551590757469008,0.00390625,0.00195312,0,0.0117188,-0.03125,-0.00390625
-8335551590747615008,0.00390625,0.00195312,0,-0.0351562,0.0078125,-0.00390625
-8335551590741919008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.00390625
-8335551590732531008,0.00390625,0.00195312,0,-0.0351562,0.0078125,-0.0429688
-8335551590722325008,0.00390625,0.00195312,0,0.0117188,-0.03125,-0.00390625
-8335551590714197008,0.00390625,0.00195312,0,0.0507812,0.0078125,-0.00390625
-8335551590705227008,0.00390625,0.00195312,0,-0.0273438,0.0078125,-0.0429688
-8335551590696924008,0.00390625,0.00195312,0,-0.0273438,0.0078125,-0.0429688
-8335551590690508008,0.00390625,0.00195312,0,0.0117188,0.0078125,-0.00390625
-8335551590682528008,0.00390625,0.00195312,0,0.0117188,0.0078125,-0.00390625
-8335551590676595008,0.00390625,0.00195312,0,0.0117188,0.0078125,0.00390625
-8335551590671594008,0.00390625,0.00195312,0,0.0117188,0.0078125,0.00390625
-8335551590664126008,0.00390625,0.00195312,0,-0.0273438,0.0078125,0.00390625
-8335551590653754008,0.00390625,0.00195312,0,-0.0273438,0.0078125,0.00390625
-8335551590642338008,0.00390625,0.00195312,0,0.0117188,0.0078125,0.00390625
-8335551590629454008,0.00390625,0.00195312,0,-0.0273438,0.0078125,0.00390625
-8335551590617202008,0.00390625,0.00195312,0,0.0117188,0.0078125,0.00390625
-8335551590608973008,0.00390625,0.00195312,0,0.0117188,0.0078125,0.0429688
-8335551590600026008,0.00390625,0.00195312,0,0.0117188,0.0078125,0.0429688
-8335551590590588008,0.00390625,0.00195312,0,0.0117188,0.0078125,0.0429688
-8335551590582539008,0.00390625,0.00195312,0,0.0507812,0.0078125,0.00390625
-8335551590573220008,0.00390625,0.00195312,0,0.0117188,0.0078125,-0.0351562
-8335551590564965008,0.00390625,0.00195312,0,0.0117188,0.0078125,0.00390625
-8335551590556985008,0.00390625,0.00195312,0,0.0117188,0.0078125,0.00390625
-8335551590550103008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335551590540500008,0.00390625,0.00195312,0,0.00390625,-0.03125,-0.0351562
-8335551590527651008,0.00390625,0.00195312,0,0.00390625,-0.03125,-0.0351562
-8335551590521748008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.0429688
-8335551590513568008,0.00390625,0.00195312,0,0.00390625,-0.03125,0.00390625
-8335551590501537008,0.00390625,0.00195312,0,0.00390625,-0.03125,0.0429688
-8335598835134467008,0.00390625,0.00195312,0,0.00390625,-0.03125,0.0429688
-8335598835124880008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.0351562
-8335598835116101008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335598835108777008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335598835098603008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335598835089906008,0.00390625,0.00195312,0,-0.0351562,0.0078125,0.00390625
-8335598835081085008,0.00390625,0.00195312,0,-0.0351562,0.0078125,0.00390625
-8335598835071929008,0.00390625,0.00195312,0,-0.0351562,0.0078125,0.00390625
-8335598835066040008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.0429688
-8335598835058782008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.0429688
-8335598835051736008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335598835044687008,0.00390625,0.00195312,0,0.00390625,-0.03125,0.00390625
-8335598835035916008,0.00390625,0.00195312,0,0.00390625,0.046875,0.00390625
-8335551590388343008,0.00390625,0.00195312,0,0.00390625,0.046875,0.00390625
-8335551590381394008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335551590376999008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335551590370533008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335551590363491008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.0351562
-8335551590354649008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.0351562
-8335551590342038008,0.00390625,0.00195312,0,0.00390625,-0.03125,0.00390625
-8335551590334347008,0.00390625,0.00195312,0,0.00390625,-0.03125,0.00390625
-8335551590324911008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.0429688
-8335551590314917008,0.00390625,0.00195312,0,0.00390625,-0.03125,0.00390625
-8335551590304489008,0.00390625,0.00195312,0,0.00390625,-0.03125,0.00390625
-8335551590297524008,0.00390625,0.00195312,0,0.00390625,-0.03125,-0.0351562
-8335551590289224008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335551590280345008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335551590271923008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335551590265874008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.0351562
-8335551590257284008,0.00390625,0.00195312,0,0.00390625,0.0078125,-0.0351562
-8335551590248736008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335551590239910008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335551590229449008,0.00390625,0.00195312,0,0.00390625,0.0078125,0.00390625
-8335551590221288008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551590214114008,0,0,0,0.0429688,0.0078125,0.00390625
-8335551590205257008,0,0,0,0.00390625,0.046875,0.00390625
-8335551590197925008,0,0,0,0.00390625,0.046875,0.00390625
-8335551590191942008,0,0,0,-0.0351562,-0.03125,-0.0351562
-8335551590186791008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551590180626008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551590175503008,0,0,0,0.00390625,-0.03125,0.00390625
-8335551590165393008,0,0,0,0.00390625,-0.03125,0.00390625
-8335551590156869008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551590147838008,0,0,0,0.00390625,-0.03125,0.00390625
-8335551590139668008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551590130065008,0,0,0,0.00390625,-0.03125,-0.0351562
-8335551590122118008,0,0,0,0.00390625,-0.03125,-0.0351562
-8335551590113736008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551590107656008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551590098907008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551590089465008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551590078779008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551590070142008,0,0,0,-0.0351562,-0.03125,-0.00390625
-8335551590062138008,0,0,0,-0.0351562,-0.03125,-0.00390625
-8335551590055751008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551590048470008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551590042029008,0,0,0,-0.0351562,-0.03125,-0.00390625
-8335551590037129008,0,0,0,0.00390625,-0.03125,0.0351562
-8335551590030885008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551590023450008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551590014681008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551590005867008,0,0,0,-0.0351562,0.0078125,0.0351562
-8335551589998513008,0,0,0,-0.0351562,0.0078125,0.0351562
-8335551589990037008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551589981304008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551589971845008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551589961350008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551589953191008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551589941880008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589933504008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589920266008,0,0,0,-0.0351562,-0.03125,-0.00390625
-8335551589907716008,0,0,0,-0.0351562,-0.03125,-0.00390625
-8335551589898413008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589889684008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589881652008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589875088008,0,0,0,0.0429688,0.0078125,-0.00390625
-8335551589863110008,0,0,0,0.0429688,0.0078125,-0.00390625
-8335551589853164008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589843263008,0,0,0,0.00390625,0.046875,-0.00390625
-8335551589830907008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551589822256008,0,0,0,-0.0351562,0.0078125,0.00390625
-8335551589813550008,0,0,0,0.00390625,-0.03125,0.0429688
-8335551589804558008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589795976008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589789789008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589781752008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589773895008,0,0,0,0.00390625,0.0078125,-0.0351562
-8335551589763261008,0,0,0,0.00390625,0.0078125,-0.0351562
-8335551589754543008,0,0,0,0.00390625,0.0078125,-0.0351562
-8335551589745931008,0,0,0,0.00390625,0.0078125,-0.0351562
-8335551589736295008,0,0,0,0.00390625,0.0078125,-0.0351562
-8335551589725512008,0,0,0,0.00390625,-0.03125,0.00390625
-8335551589714420008,0,0,0,-0.0351562,-0.03125,0.0429688
-8335551589702129008,0,0,0,-0.0351562,-0.03125,0.0429688
-8335551589691524008,0,0,0,0.00390625,0.0078125,-0.0351562
-8335551589683159008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589674780008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589665928008,0,0,0,0.00390625,-0.03125,0.0429688
-8335551589658476008,0,0,0,0.00390625,-0.03125,0.0429688
-8335551589651990008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589645743008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589634777008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589624534008,0,0,0,0.0429688,-0.03125,0.00390625
-8335551589615398008,0,0,0,-0.0351562,0.0078125,0.0429688
-8335551589606235008,0,0,0,0.0429688,0.0078125,0.00390625
-8335551589597085008,0,0,0,0.0429688,0.0078125,0.00390625
-8335551589589902008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551589581948008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551589573727008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589567373008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589558043008,0,0,0,0.00390625,-0.03125,0.00390625
-8335551589550374008,0,0,0,0.00390625,-0.03125,0.00390625
-8335551589541935008,0,0,0,0.00390625,-0.03125,0.00390625
-8335551589535988008,0,0,0,-0.0351562,-0.03125,0.0429688
-8335551589528067008,0,0,0,-0.0351562,-0.03125,0.0429688
-8335551589517002008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589511054008,0,0,0,0.0429688,0.0078125,0.00390625
-8335551589502935008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589494044008,0,0,0,0.00390625,-0.03125,0.00390625
-8335551589485089008,0,0,0,0.0429688,0.0078125,0.00390625
-8335551589477736008,0,0,0,0.0429688,0.0078125,0.00390625
-8335551589471806008,0,0,0,0.00390625,-0.03125,0.00390625
-8335551589466807008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589461822008,0,0,0,-0.0351562,-0.03125,-0.0351562
-8335551589452438008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589447214008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551589438781008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589428317008,0,0,0,0.0429688,-0.03125,-0.0351562
-8335551589420107008,0,0,0,0.0429688,-0.03125,-0.0351562
-8335551589409599008,0,0,0,0.0429688,-0.03125,-0.0351562
-8335551589400219008,0,0,0,0.0429688,-0.03125,-0.0351562
-8335551589390318008,0,0,0,0.0429688,-0.03125,-0.0351562
-8335551589384333008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551589375679008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589366366008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589360157008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589352783008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589346844008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589340028008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551589334414008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551589325676008,0,0,0,0.00390625,-0.03125,0.0429688
-8335551589318291008,0,0,0,0.00390625,-0.03125,0.0429688
-8335551589311618008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589302961008,0,0,0,0.00390625,-0.03125,0.00390625
-8335551589297788008,0,0,0,-0.0351562,-0.03125,0.00390625
-8335551589288946008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551589279150008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589270119008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589260024008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589251107008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551589243163008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551589235626008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551589227131008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551589221234008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551589215384008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551589208943008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551589201624008,0,0,0,-0.0351562,-0.03125,0.0351562
-8335551589196683008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589188726008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589175432008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551589164855008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551589155906008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551589149042008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551589140863008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589134802008,0,0,0,0.0429688,-0.03125,-0.0429688
-8335551589127945008,0,0,0,0.0429688,-0.03125,-0.0429688
-8335551589118567008,0,0,0,0.00390625,-0.03125,-0.0429688
-8335551589109131008,0,0,0,0.00390625,-0.03125,-0.0429688
-8335551589102372008,0,0,0,0.00390625,-0.03125,0.0351562
-8335551589093050008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589084492008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589075680008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551589068408008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551589061975008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551589057071008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589050384008,0,0,0,0.0429688,0.0078125,-0.00390625
-8335551589044694008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551589034768008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589024153008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589013524008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551589003647008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588991714008,0,0,0,-0.0351562,-0.03125,-0.00390625
-8335551588983552008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551588973056008,0,0,0,0.00390625,0.0078125,0.00390625
-8335551588964683008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551588954014008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551588945385008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551588937093008,0,0,0,0.00390625,0.0078125,0.0429688
-8335551588931178008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551588926254008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588919091008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588913507008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588905339008,0,0,0,0.00390625,-0.03125,0.0351562
-8335551588895569008,0,0,0,0.00390625,-0.03125,0.0351562
-8335551588889631008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588879587008,0,0,0,-0.0351562,0.046875,0.0351562
-8335551588871638008,0,0,0,-0.0351562,0.046875,0.0351562
-8335551588865523008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551588857930008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551588851110008,0,0,0,-0.0351562,-0.03125,0.0351562
-8335551588846962008,0,0,0,-0.0351562,-0.03125,0.0351562
-8335551588841083008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551588835537008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551588829533008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551588821529008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551588815527008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551588807330008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551588797542008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588788694008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551588779514008,0,0,0,0.0429688,-0.03125,-0.00390625
-8335551588771033008,0,0,0,0.0429688,-0.03125,-0.00390625
-8335551588763092008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551588755029008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551588745509008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551588738786008,0,0,0,-0.0351562,-0.0234375,-0.00390625
-8335551588730071008,0,0,0,0.00390625,0.015625,0.0351562
-8335551588721854008,0,0,0,0.00390625,0.015625,0.0351562
-8335551588715951008,0,0,0,0.00390625,0.015625,-0.0429688
-8335551588710608008,0,0,0,0.00390625,0.015625,-0.00390625
-8335551588705018008,0,0,0,0.00390625,0.015625,-0.00390625
-8335551588697473008,0,0,0,0.00390625,0.015625,-0.00390625
-8335551588688542008,0,0,0,0.00390625,0.015625,-0.00390625
-8335551588682892008,0,0,0,0.0429688,0.015625,-0.00390625
-8335551588674567008,0,0,0,0.00390625,0.015625,-0.00390625
-8335551588665747008,0,0,0,0.00390625,0.0546875,-0.00390625
-8335551588659857008,0,0,0,0.00390625,0.0546875,-0.00390625
-8335551588652855008,0,0,0,0.00390625,0.0546875,-0.00390625
-8335551588646055008,0,0,0,-0.0351562,0.015625,-0.00390625
-8335551588641143008,0,0,0,0.00390625,-0.0234375,-0.00390625
-8335551588635983008,0,0,0,0.0429688,0.015625,0.0351562
-8335551588629170008,0,0,0,0.0429688,0.015625,-0.00390625
-8335551588620392008,0,0,0,0.00390625,0.015625,-0.0429688
-8335551588613078008,0,0,0,0.00390625,0.015625,-0.0429688
-8335551588606820008,0,0,0,0.0429688,-0.03125,-0.0429688
-8335551588601907008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588596673008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588588270008,0,0,0,-0.0351562,0.0078125,0.0351562
-8335551588576708008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551588568560008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588555629008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588545059008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588536797008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588530512008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588522879008,0,0,0,-0.0351562,0.0078125,0.0351562
-8335551588513521008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588502776008,0,0,0,-0.0351562,0.0078125,0.0351562
-8335551588491119008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588479110008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551588466710008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588455998008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588446572008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588438377008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588426075008,0,0,0,0.0429688,0.0078125,0.0351562
-8335551588417941008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551588409096008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588400164008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588392749008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588386513008,0,0,0,0.0429688,0.0078125,-0.00390625
-8335551588381095008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588376146008,0,0,0,0.0429688,-0.03125,-0.00390625
-8335551588369918008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588363494008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551588354831008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588341554008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551588336450008,0,0,0,0.0429688,-0.03125,0.0351562
-8335551588327310008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551588315731008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551588307431008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551588298540008,0,0,0,-0.0351562,-0.03125,-0.00390625
-8335551588288894008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588280318008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588269949008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588257685008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588251218008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588243077008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551588231192008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588222818008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551588212865008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588202309008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551588194109008,0,0,0,0.0429688,-0.03125,0.0351562
-8335551588181042008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588172566008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551588162774008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588154014008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551588144036008,0,0,0,-0.0351562,0.0078125,0.0351562
-8335551588132883008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588125455008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588116045008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588109092008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588100614008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588093521008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588086155008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588079271008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588065522008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588056369008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588046946008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551588038530008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551588029654008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551588020170008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551588011190008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551588004930008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551587993423008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551587987253008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551587979104008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551587968751008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551587959608008,0,0,0,0.00390625,-0.03125,0.0351562
-8335551587951442008,0,0,0,0.00390625,-0.03125,0.0351562
-8335551587945302008,0,0,0,0.0429688,0.0078125,-0.00390625
-8335551587937959008,0,0,0,0.0429688,0.0078125,-0.00390625
-8335551587931477008,0,0,0,0.00390625,-0.03125,-0.00390625
-8335551587925438008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551587918198008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551587911403008,0,0,0,-0.0351562,0.0078125,-0.00390625
-8335551587904075008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551587890105008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551587881039008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551587873841008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551587865008008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551587854903008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551587848350008,0,0,0,0.0429688,-0.03125,-0.00390625
-8335551587837356008,0,0,0,0.00390625,0.0078125,0.0351562
-8335551587824558008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551587815182008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551587804670008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551587795810008,0,0,0,0.00390625,0.0078125,-0.00390625
-8335551587787570008,0,0,0,-0.0273438,-0.03125,-0.00390625
-8335551587779882008,0,0,0,-0.0273438,-0.03125,-0.00390625
-8335551587771197008,0,0,0,-0.0273438,-0.03125,-0.00390625
-8335551587763984008,0,0,0,-0.0273438,-0.03125,-0.00390625
-8335551587754942008,0,0,0,-0.0273438,-0.03125,-0.00390625
-8335551587746475008,0,0,0,-0.0273438,-0.03125,-0.00390625
-8335551587740577008,0,0,0,0.0117188,0.0078125,-0.0429688
-8335551587731322008,0,0,0,0.0117188,0.0078125,-0.0429688
-8335551587724881008,0,0,0,0.0117188,0.0078125,0.0351562
-8335551587713433008,0,0,0,0.0117188,0.0078125,0.0351562
-8335551587707173008,0,0,0,0.0117188,0.046875,-0.00390625
-8335551587699058008,0,0,0,0.0117188,-0.03125,-0.00390625
-8335551587687920008,0,0,0,0.0117188,0.0078125,-0.00390625
-8335551587679697008,0,0,0,0.0117188,0.0078125,0.00390625
-8335551587671692008,0,0,0,0.0117188,0.0078125,0.00390625
-8335551587662515008,0,0,0,0.0507812,-0.03125,0.0429688
-8335551587654884008,0,0,0,0.0507812,-0.03125,0.0429688
-8335551587643195008,0,0,0,0.0507812,-0.03125,0.0429688
-8335551587634516008,0,0,0,0.0507812,-0.03125,0.0429688
-8335551587624585008,0,0,0,0.0117188,-0.03125,0.00390625
-8335551587614927008,0,0,0,0.0117188,-0.03125,0.00390625
-8335551587605957008,0,0,0,0.0117188,-0.03125,0.00390625
-8335551587600079008,0,0,0,0.0507812,0.0078125,0.0351562
-8335551587590428008,0,0,0,0.0507812,0.0078125,0.0351562
-8335551587583625008,0,0,0,0.0507812,0.0078125,0.0351562
-8335551587574638008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551587566689008,0,0,0,0.00390625,0.0078125,-0.0429688
-8335551587560425008,0,0,0,0.00390625,0.015625,-0.00390625
-8335551587552206008,0,0,0,0.00390625,0.015625,-0.00390625
-8335551587543903008,0,0,0,0.0429688,0.015625,-0.00390625
-8335551587535060008,0,0,0,0.00390625,0.015625,-0.00390625
-8335551587527779008,0,0,0,0.00390625,0.015625,-0.00390625
-8335551587520318008,0,0,0,0.0429688,0.015625,-0.00390625
-8335551587515103008,0,0,0,0.00390625,0.015625,-0.00390625
-8335551587507824008,0,0,0,0.00390625,0.015625,-0.00390625
-8335551587501415008,0,0,0,-0.0351562,0.015625,0.0351562
-8335551587495498008,0,0,0,0.00390625,0.015625,0.0351562
-8335551587489517008,0,0,0,-0.0351562,-0.0234375,-0.00390625
-8335551587481559008,0,0,0,-0.0351562,-0.0234375,-0.00390625
-8335551587472529008,0,0,0,0.00390625,0.015625,-0.00390625
-8335551587465542008,0,0,0,0.00390625,0.015625,-0.00390625
